questionId,sectionId,lessonId,questionBody,questionType,authorId,questionResponse,questionlikecount,responselikecount,responseCount,isEndorsed,include,questionDate
050a76a1-116c-4881-add1-4387ce4073a6,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-01T10:09:00.000_2017-11-01T11:01:00.000,"If the poll closes and then we answer the question, do we still get credit for it?",logistic,dfe306ca-843f-4e66-b967-58fea11837f9,"I don't think so but you shouldn't be able to answer the question if it's closed. Let me know and I can open. usually i do for a bit after perry closes so just refresh browser|Okay, if we answer question after you reopen it, does it count for credit?",0,1,2,0,0,11/1/2017 14:50
0604aaa1-a850-4e1e-ae50-c982000950eb,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-08T10:09:00.000_2017-09-08T11:01:00.000,"Is there a difference between the way the US handles or tests hurricanes and another country, like Cuba?",content,86f56672-92fe-40ee-8ade-e13affd92e06,"I'm sure each country has their own weather service. Here we have the National Hurricane Center and they are the ones that have the ""hurricane hunters"" as well that fly into hurricanes!",0,0,1,0,0,9/8/2017 14:25
06e3ea5f-7809-4b0c-8312-1a9b5ddc9fe1,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-30T10:09:00.000_2017-10-30T11:01:00.000,Does dew point ALWAYS have to equal the temperature in order for a cloud to form?,content,032d29c5-2d32-44ed-bbc8-ce1abfb64d59,"As we go up: if we go up 1km, the temperature is now 15, dp is 7, go up another 1km now temp is 5 and dp is 5, therefore air is saturated and we get a cloud. As we learned earlier, if the temperature and dewpoint are the same we have 100% humidity complete saturation and we are likely to see clouds. We do not HAVE to have 100% humidity for clouds, just very close it depends on the atmospheric profile and stability but for this class it is enough to understand that high humidity means clouds most likely",2,0,1,0,0,10/30/2017 14:28
07958471-68f1-4cd9-8b34-92b1d4aeb8bd,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-25T10:09:00.000_2017-10-25T11:01:00.000,both slides 5 and 6 closed on me. Not sure what i should do,logistic,f0d914b8-dcc7-46ac-b3ee-a4366e663a03,refresh browser,1,0,1,0,0,10/25/2017 14:16
08453465-92f2-404d-9c8d-49e56cdc0c65,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-30T10:09:00.000_2017-10-30T11:01:00.000,slide 11 is hidden and i couldnt answer the question,logistic,ddca25f0-4962-49b6-8002-5f514498c832,He's just now opening it,0,0,1,0,0,10/30/2017 14:22
0a42c565-a4e3-4d32-8bc9-38e593e0c40e,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-08T10:09:00.000_2017-11-08T11:01:00.000,Would derechos act like hurricanes and strengthen as they travel over water?,content,c8fec79d-7f51-4dbc-bcca-6d60cb12185f,No... a derecho is a line of strong thunderstorms that regenerate and form a bow-echo shape that has extremely strong winds. These form over lands because of all the reasons we have learned regarding low pressure systems and storms,0,0,1,0,0,11/8/2017 15:45
0a4fb5b1-ba63-4604-966d-f7e05dbd58df,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-01T10:09:00.000_2017-11-01T11:01:00.000,does dew point also decrease at the moist adiabatic lapse rate inside the clouds (so 6 instead of 2)?,content,bfd681d1-b72f-49e8-bf8b-89c287abe7f0,Yes. Dewpoint rises at 2 when dry and 6 when moist,0,0,1,0,0,11/1/2017 14:34
0a90626f-e15a-4dfe-a6ff-3a392cd1a176,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-01T10:09:00.000_2017-11-01T11:01:00.000,Why is there no cloud on the other side of the mountain?,content,4b3f33a3-3ad4-4f4a-b143-23a3ffc4aa87,"Because the air begins to sink it's stable, losing moisture, dry rate",0,1,1,0,0,11/1/2017 14:46
0afe961b-c27f-4c7d-b699-c61ace2d3297,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-15T10:09:00.000_2017-09-15T11:01:00.000,What is a 100 year storm?,content,86f56672-92fe-40ee-8ade-e13affd92e06,"See the beginning of the lecture. It is a phrase used to describe storms like Harvey that cause so much damage and are so strong people say ""This only happens every 100 years"".",0,0,1,0,0,9/15/2017 14:33
0b52d316-d588-4545-97fd-91f37dd17dc2,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-27T10:09:00.000_2017-09-27T11:01:00.000,I missed the part about how the Coriolis force makes the wind come from the West. Can you explain?,content,e02ec5ba-e323-456a-8931-66749c6ede29,"If you see the states are labeled on the map, it is warmer in Georgia than Ohio because of the gradient in pressure from south to north. Creates a wind. The coriolis force turns the wind to ITS right meaning a westerly wind. South Carolina is to the east of Georgia, so it will likely have a wind coming from the west. Perhaps get a bit warmer too.",0,0,1,0,0,9/27/2017 14:23
0b7b4506-6b68-4bb4-a8cd-63435bf5793c,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-30T10:09:00.000_2017-10-30T11:01:00.000,"why does air expand as it rises, i thought hot air expanded, not cold air.",content,1d9e139b-e48d-4f1f-87a9-7fd47e1841d6,"http://apollo.lsc.vsc.edu/classes/met130/notes/chapter6/adiab_cool.html|the parcel expands since the lower pressure outside allows the air molecules to push out on the parcel walls

since it takes energy for the parcel molecules to ""push out"" on the parcel walls, they use up some of their internal energy in the process.

therefore, the parcel also cools since temperature is proportional to molecular internal energy",1,0,2,0,0,10/30/2017 14:20
0bb59a61-b409-4125-a9c0-c70a458968f6,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-18T10:09:00.000_2017-09-18T11:01:00.000,what was the definition of albedo,content,9edca720-bc90-4317-98df-fd8dccd53294,The amount of sunlight that is reflected off the earth back to space.|https://mail.esr.org/outreach/glossary/albedo.html,0,2,2,0,0,9/18/2017 14:16
0bb7f4b3-248f-45ea-9399-5e4cd4f23b2c,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-01T10:09:00.000_2017-11-01T11:01:00.000,"My live stream has worked before and now it says that I do not have the required software, but I do.  What should I do?",logistic,23809d87-80e1-46cf-8b1f-db313b88dc9c,"Try a different browser, refresh the browser, or see Perry's announcement from a month ago on live stream issues. You may need to update Adobe",0,0,1,0,0,11/1/2017 14:10
0c1aa621-e65d-4d42-bb67-0d8124404bd9,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-11T10:09:00.000_2017-10-11T11:01:00.000,El nino reduces the number of hurricanes because of the extra […] ? Couldn't hear what he said,content,5942fb45-ac30-479e-9100-5ed288faaae4,wind shear from the lowering of the jet stream|Thank u,0,0,2,0,0,10/11/2017 14:57
0c76a041-5808-4dc2-b946-35d4529ec7bd,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-13T10:09:00.000_2017-09-13T11:01:00.000,So should I keep doing the reading on the calendar if it isn't about hurricanes?,logistic,b0c91d27-b6ce-4b87-ada0-5975ec4a0e97,"Yes, be following the readings on the schedule found under Perry's second announcement. https://docs.google.com/spreadsheets/d/1cB-cP-CcJxhBbjJoU-sozqQAxurQ-GnlwTS70Omlz-Y/edit?usp=sharing",0,0,1,0,0,9/13/2017 14:39
0ca6ce07-ad86-4797-8210-e75f7b276db0,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-15T10:09:00.000_2017-09-15T11:01:00.000,where is the subscript 100 coming from on slide 13?,logistic,4e09bb30-afa9-42fb-a43c-97e00432234f,"I think he is saying it in the example of a ""100 year"" storm",2,0,1,0,0,9/15/2017 14:32
0cecdc54-e054-4695-8719-af798b390a7c,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-06T10:09:00.000_2017-11-06T11:01:00.000,"If we get 6 days of unexcused absence, does that just drop the 6 lowest participation scores?",logistic,dff9dff7-f254-4567-ad61-9e6c5d168075,Yes,0,0,1,0,0,11/6/2017 15:21
0d81044a-e2a0-41ad-aa45-b3af7e7e2b99,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-15T10:09:00.000_2017-09-15T11:01:00.000,"What fulfills to have such Storms in Bangladesh ?
Are there special reasons ?",content,d202c117-f141-4b2f-b441-572571bfcd1b,"""The prevalence of tornadoes across Bangladesh all has to do with geography.  South of the country is the large Bay of Bengal, which is a warm and humid body of water similar to the Gulf of Mexico (due to the influence of the Bay of Bengal, locals actually call the tornadoes “Bengal tornadoes.”).  Take the warmth and moisture from the Sea of Bengal and couple that with the cold and dry air streaming south from the Himalayas and Tibetan Plateau to the north, and you’ve got the temperature/humidity clash needed to fuel tornadic storms.  This clash is especially common during the Indian Monsoon season.""|I don't know much about this but it is interesting. I think it has to do with their topography, as well as the wind patterns around it are similar to that of the central US",0,2,2,0,0,9/15/2017 14:49
0df658f6-e30a-4ad2-a46b-a29d44d796c5,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-13T10:09:00.000_2017-10-13T11:01:00.000,who do I email if i put 1/1000 for problem 4?,logistic,be17aa42-0fb5-40e2-99dc-f91cf6a13ae2,Please await canvas announcement,5,0,1,0,0,10/13/2017 14:14
0f8394c7-cea2-4d47-952c-71b0d9af545e,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-12-01T10:09:00.000_2017-12-01T11:01:00.000,what exactly is the milankovitch theory of climate change?,content,bfd681d1-b72f-49e8-bf8b-89c287abe7f0,"http://www.indiana.edu/~geol105/images/gaia_chapter_4/milankovitch.htm|They are the processes Perry has been talking about. They happen on thousands/million year timescales and do affect climate but are on too long of timescales to play a factor in what we are seeing today. The processes are obliquity, eccentricity, and precession.",0,0,2,0,0,12/1/2017 15:43
0fb68b44-4bd7-4a9c-8cc8-d9a9a786592c,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-22T10:09:00.000_2017-09-22T11:01:00.000,could you explain how to get to the correct answer for this question,,c813ca80-ffa8-4ea9-8b7b-6bca5f43dc7e,"see question below that I posted answer. 
wavelength twice as long, 1 mm which makes less energy to earth. 3000/3000 = 1",0,0,1,0,0,9/22/2017 14:44
0fddb694-d754-431e-83b2-a955317de58c,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-11T10:09:00.000_2017-10-11T11:01:00.000,"if you won't be in class on Friday, will exam grades be posted to canvas too?",,4feea5a4-eb6b-42b0-9d80-352b8e887c63,"Exams will be handed back Friday, grades posted as well. Exams will also be able to be picked up during office hours NEXT WEEK and at the following exam November 10th.",0,0,1,0,0,10/11/2017 14:11
119d92f8-067d-4348-b7b6-893fa4ecef6a,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-02T10:09:00.000_2017-10-02T11:01:00.000,What does it mean that relative humidity cannot be over 100%?,content,d202c117-f141-4b2f-b441-572571bfcd1b,"100% is just that, 100% you cannot physically have something greater than that quantity. The vapor pressure cannot exceed the saturation vapor pressure at a given temperature.",0,0,1,0,0,10/2/2017 14:24
11a8cc40-40bd-4a49-b88b-9624384efb77,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-12-01T10:09:00.000_2017-12-01T11:01:00.000,"Is this change in temperatures in the hemispheres every 11,000 years what scientists refer to when they say the poles are going to switch?",content,23809d87-80e1-46cf-8b1f-db313b88dc9c,"The switching of the magnetic poles only has to do with the magnetic field produced by the Earth. Pole reversals happen on much larger time scales (every 200,000 to 300,000 years or so).|Yes ^ and pole switches are called Precession",0,1,2,1,1,12/1/2017 15:37
1209cf51-6e40-412d-a5e9-db14a2f2e3ad,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-23T10:09:00.000_2017-10-23T11:01:00.000,How do I draw isotherms for this question at home and still get credit for it?,content,b1090e7c-6612-4338-abad-537204e96d05,So I don't have to worry about turning in a hard copy for participation?|This is for your own learning,0,2,2,0,0,10/23/2017 14:29
12cbab41-ccc6-4ecc-9a65-934636a05156,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-13T10:09:00.000_2017-10-13T11:01:00.000,what should you do if you can not scroll down to access the answer choices?,logistic,ba3cc4ac-3b53-4983-9727-ee9e69ebe5ef,Make sure you're scrolling with your mouse not keypad,0,0,1,0,0,10/13/2017 14:51
12fd6b26-e7f8-4d3a-90f7-53a4783fb0ba,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-12-01T10:09:00.000_2017-12-01T11:01:00.000,Will global warming make Antarctica inhabitable?,content,df83f27c-79a6-4f3f-836d-6e89bd18a55a,"Antarctica is already quite inhabitable but stay tuned to find out|sorry habitable*, i'm an idiot",0,0,2,0,0,12/1/2017 15:20
171e4f4a-f201-4702-b4dc-a0b87dec6e89,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-08T10:09:00.000_2017-09-08T11:01:00.000,"My computer will not play the live stream, it keeps saying I need a newer Adobe flash player but when I download it, it still isn't working. How can I fix this?",logistic,100283c7-6840-460f-b49c-4245b08a8db4,Not sure as this is a personal computer question. It's not too late to come to class though! You could also try a campus computer.|You have to restart your computer after downloading the software. I had the same problem,2,0,2,0,0,9/8/2017 14:18
18222aa5-1f51-4fe1-9da1-bd2609b6815f,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-15T10:09:00.000_2017-09-15T11:01:00.000,can someone explain what T is again? missed it,content,cad2791d-6298-45bc-b6dd-82aac0137420,Reccurence interval i.e. 100 year flood,0,0,1,0,0,9/15/2017 14:26
1a5a6913-278e-4e04-84fc-605fc85b61c4,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-03T10:09:00.000_2017-11-03T11:01:00.000,when will the review powerpoint be released?,logistic,ddca25f0-4962-49b6-8002-5f514498c832,See class announcement,0,1,1,0,0,11/3/2017 14:32
1ae28929-9d38-4137-a8bd-a024aac87534,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-25T10:09:00.000_2017-09-25T11:01:00.000,Is humid heat fatal than dry heat?,content,d202c117-f141-4b2f-b441-572571bfcd1b,"Don't know if this has been specifically quantified with death toll but humid heat feels heavier. It contains more moisture therefore the heat index makes the ""feels like"" temperature higher. Because our bodies can't evaporate the water as easily. Also makes it harder to breathe",0,0,1,0,0,9/25/2017 14:31
1bae3d4b-c2fc-4a96-a6f8-747b03bd1b21,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-25T10:09:00.000_2017-09-25T11:01:00.000,during just the summer equinox there is equal sunlight?,content,dfe306ca-843f-4e66-b967-58fea11837f9,During both equinoxes. Autumnal (fall) and vernal (spring),0,0,1,0,0,9/25/2017 14:50
1c3d9b67-d64d-4b32-8b74-cfadb21ecb5f,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-06T10:09:00.000_2017-11-06T11:01:00.000,Where can we find cold clouds again?,content,50d83806-315b-4e57-8ccd-f3054fe35d86,"Not sure what you mean by ""cold clouds"" If you are talking about cloud formation cold clouds are formed from ice crystals as CCN. If it's a generalized question, warm convective thunderstorm clouds can have very cold tops if they expand far enough into the atmosphere",0,0,1,0,0,11/6/2017 15:40
1cde045e-6516-4be4-821f-d119efec67e2,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-13T10:09:00.000_2017-09-13T11:01:00.000,"Why was the storm surge strongest at Alabama, not New Orleans??",content,d202c117-f141-4b2f-b441-572571bfcd1b,"It wasn't, Perry was saying that's what was expected, based on what you've been taught about the strongest wind speeds and direction. But people forgot about the counterclockwise winds on the left side flooding Lake Pontchartrain to the north of New Orleans (found below sea level) so they saw catastrophic flooding",0,0,1,0,0,9/13/2017 14:41
1d07fbf3-ffc3-4689-b98b-1e7d49a27b74,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-04T10:09:00.000_2017-10-04T11:01:00.000,Is there a problem with the volume? My live stream isn't  working.,logistic,f0d914b8-dcc7-46ac-b3ee-a4366e663a03,Try reloading your browser or using a different browser,0,0,1,0,0,10/4/2017 14:11
1d3aa8fe-7dc5-4a02-b44e-c77758d109fe,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-02T10:09:00.000_2017-10-02T11:01:00.000,Is anyone elses sound not working?,,0e7f5a7c-42e8-42ae-844a-f490015ca176,Try refreshing your browser or using a different browser. Mine works!,1,0,1,0,0,10/2/2017 14:12
1de30ed7-0887-446c-b8bf-b2bcb99a1866,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-18T10:09:00.000_2017-09-18T11:01:00.000,Does correctness of answer influence the grade?,,8ec20068-eeb4-4cc4-9494-8b62107bde30,no,0,0,1,0,0,9/18/2017 14:52
1e033d8f-60ba-44da-9cae-92ba2effc5f5,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-20T10:09:00.000_2017-10-20T11:01:00.000,What are the Pineapple Express and Bermuda High?,content,6469efa4-96b8-4aa2-ad7d-decd7725e5c3,Try rewinding the lecture and listening to Perry's explanation about 2 minutes ago! The Pineapple express is a river of moisture and the Bermuda high is a large area of a stable high out over bermuda,0,0,1,0,0,10/20/2017 14:34
1f43cc23-d42f-4957-b71b-80faf7b5453d,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-22T10:09:00.000_2017-09-22T11:01:00.000,howd he get 6000 ??????,,cad2791d-6298-45bc-b6dd-82aac0137420,It has to do with the wavelength on the graph. If we assume peak wavelength of sun is .5 (mm) then solving the equation for Tsun gives 6000k,0,0,1,0,0,9/22/2017 14:33
20d02b8e-f1f6-4fa8-8b52-3930355b7d04,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-11-15T10:09:00.000_2017-11-15T11:01:00.000,"the opening 2 questions wont load on my computer today, ive tried everything to try to make it work",,7fd55c79-4e45-4adf-991a-2fe8231f2d1f,They are open on my end,0,0,1,0,0,11/15/2017 15:19
20da67d7-0188-4fa8-b07b-d53527523788,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-09-06T10:09:00.000_2017-09-06T11:01:00.000,Where can I find the 'DIY Grading' ? I did not find it under the assignments on the canvas.,,08f62cb2-6573-484a-8694-c9056d2321b6,its under assignments on canvas. the 13th one down,0,0,1,0,0,9/6/2017 23:25
22a0c0d1-b7c9-4cbc-b96e-4f394c8876f0,3603bfd4-7c3a-427f-b0ba-8a344025f329,G_98cb3946-2c76-45d8-b588-9672c900f350_3603bfd4-7c3a-427f-b0ba-8a344025f329_2017-10-25T10:09:00.000_2017-10-25T11:01:00.000,Is there any specific temperature that stage one of cyclogenesis likes to start at?,,23809d87-80e1-46cf-8b1f-db313b88dc9c,"No, you just need a strong gradient",0,1,1,0,0,10/25/2017 14:49
